author,published_date,updated_date,like_count,comment,vader_sentiment
@edwardgavin364,2024-01-22 03:24:07+00:00,2024-01-22 03:25:36+00:00,0.0,Brilliant thanks can we book him at the White House,positive
@jettaiancu8773,2024-01-22 03:23:59+00:00,2024-01-22 03:23:59+00:00,0.0,🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻👏👏👏👏👏👏👏👏👏❤❤❤❤❤,positive
@frankwaitai300,2024-01-22 03:23:17+00:00,2024-01-22 03:23:17+00:00,0.0,Free market capitalizm as an economic system is the only tool we have to end hunger poverty and destitution throughout the planet.,negative
@jerzygrocholski9749,2024-01-22 03:23:05+00:00,2024-01-22 03:23:05+00:00,0.0,God bless you.,positive
@skraaaaz,2024-01-22 03:22:58+00:00,2024-01-22 03:22:58+00:00,0.0,is this that guy with the chainsaw?,neutral
@phillipErskine-jk1jt,2024-01-22 03:22:52+00:00,2024-01-22 03:22:52+00:00,0.0,Just because something is cheaper doesn&#39;t mean it is good for the population anywhere.  If they can make goods that don&#39;t harm you this is key.,negative
@robintanner3247,2024-01-22 03:17:52+00:00,2024-01-22 03:17:52+00:00,0.0,👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,neutral
@tedcity5861,2024-01-22 03:16:00+00:00,2024-01-22 03:16:00+00:00,0.0,He&#39;s warning us of justin Trudeaus&#39; play book.,neutral
@theresabrents6402,2024-01-22 03:13:51+00:00,2024-01-22 03:13:51+00:00,0.0,Need to get this man and Trump together. They understand what the west is facing,neutral
@conradgonzalez1570,2024-01-22 03:10:53+00:00,2024-01-22 03:10:53+00:00,0.0,👏👏👏👏👏👏👏👏👏👏👏👏👏,neutral
@windwlkr2136,2024-01-22 03:09:53+00:00,2024-01-22 03:09:53+00:00,2.0,"Wow, awesome  speech. Thanks for commen sense. I&#39;m moving to Argentina.",positive
@danilopodrascanin162,2024-01-22 03:09:52+00:00,2024-01-22 03:09:52+00:00,0.0,Has anyone watched the original in Spanish? How different is this translation?,positive
@PS3.U.D0,2024-01-22 03:09:21+00:00,2024-01-22 03:09:21+00:00,0.0,"They say &quot;dumb people have lots of money and smart people struggle to get enough&quot; as above, so below ... more within, more without.",positive
@morningflowerB,2024-01-22 03:09:05+00:00,2024-01-22 03:09:05+00:00,2.0,Wow! He gets it! Stand up America 🇺🇸,positive
@marlyarciaga4901,2024-01-22 03:06:01+00:00,2024-01-22 03:06:01+00:00,43.0,Very well said Sir! Bravo... Sana marami pang president na katulad mo mag isip. God bless you more.,positive
@keithlinney7084,2024-01-22 03:05:50+00:00,2024-01-22 03:05:50+00:00,0.0,"Where has socialism, communism or collectivism worked?<br>Go and live in North Korea, China or Russia and make ONE tiny criticism!",negative
@bonnieadams1829,2024-01-22 03:03:05+00:00,2024-01-22 03:03:05+00:00,0.0,Most likely won&#39;t be in power long.  Doesn&#39;t fit the Forum,positive
@LilYassofficial,2024-01-22 03:02:23+00:00,2024-01-22 03:02:23+00:00,0.0,The speech that bored the internet,negative
@leewilson1368,2024-01-22 02:59:52+00:00,2024-01-22 02:59:52+00:00,3.0,Thank you Farzad! You brought a powerful message to light!,positive
@miketeters2898,2024-01-22 02:57:06+00:00,2024-01-22 02:57:06+00:00,0.0,Anyone know a good realtor in Argentina?,positive
@stonecircle7635,2024-01-22 02:55:40+00:00,2024-01-22 02:55:40+00:00,0.0,this looks fake,negative
@obzai,2024-01-22 02:55:05+00:00,2024-01-22 02:55:05+00:00,0.0,Internet seems to be working ok for me though?,positive
@joehoar3164,2024-01-22 02:53:56+00:00,2024-01-22 02:53:56+00:00,0.0,"Clearly this a speech  based on Canada ,and specifically tru doh&#39;s bourgeois socialists and the pain they have caused Canadians .Hey singh,where are you?Your a  Canadian ,so why dont you  let Canadians vote now and save this countries downward spiral.Canadians are broke,hopeless,hungry and pissed.....socialists suuuck....Pierre for PM",positive
@esterabec5113,2024-01-22 02:47:48+00:00,2024-01-22 02:47:48+00:00,0.0,God bless you Sir,positive
@jakeharris3248,2024-01-22 02:47:37+00:00,2024-01-22 02:47:37+00:00,0.0,"Long live freedom ! Damn it ! I’ll bet anything that the 007 James Bond villain , also known as Klaus Schwab saw his blood boil upon hearing these words that are so true and powerful. We must all decide which side we’re on , if you are for freedom for all then we must declare it so and make our decisions and live our lives in support of freedom for ourselves and every human being on the planet ! The villainous people on the opposing side have been working for years to hasten our demise by stripping us of our freedoms, they’ve had a head start so we must get to work preserving our freedoms NOW and if God be for us there’s simply no way we can fail ! <br>It’s so refreshing to listen to this speech and I for one am encouraged but we need hundreds if not thousands more leaders who will echo these same sentiments because you can be rest assured the people who oppose freedom for each of us will resort to the same tactics they always have which is to assassinate those who have a voice they use to speak out in opposition to the blatant tyranny they wish to impose upon us all. We must do everything in our power to protect this man from the evil forces in the world who no doubt will seek to do him harm. God please protect this man and help us all in securing freedom for the world ! God bless the people in this comment section and God bless Argentina and their newly elected leader!",positive
@carmaela2689,2024-01-22 02:45:22+00:00,2024-01-22 02:45:22+00:00,72.0,"Go Argentina!!!! Much respect to you, sir!!",positive
@theodorep9569,2024-01-22 02:40:34+00:00,2024-01-22 02:40:34+00:00,0.0,Facts.  Argentina went through this all.  Horrible state.  We need to all stop collectivism.,negative
@arturoanton2958,2024-01-22 02:40:23+00:00,2024-01-22 02:40:23+00:00,0.0,"I wish well to this guy at Davos.Yes,he is telling the crowd( the elite) things that they need to hear .But the &quot; elite&quot; might be saying &quot; are you telling us something we dont know?.This speech borderlines populism and demagoguery.He needs to implement corrective measures against corruption,which is an &quot; economical cancer&quot; destroying most of our nations.Example is US: capitalism already reached its maximum potential creating wealth.But wealth has a side effect,GREED.Ambition is still a good quality to have if your intentions are to improve human conditions in general along with your personal one.But when the motivation centers on improving only your personal condition ignoring the well being of others it becomes greediness.This happens to most politicians.Some scientists can achieve extreme wealth by inventing means to multiply productivity but use that wealth to manipulate the polititians along with the free market.This is greed transforming itself into Corruption.Thats the problem with the WEF,&quot; socialist/ religious agendas&quot; and capitalism in general.Wealth( money) corrupt us if  we dont create control mechanisms.The ultra rich wants more( the reward center in our brains tell us money is good we want more) and some ethnic groups  wants the pleasures of money without earning it,turn into invading rich countries,stealing,demanding services they have no rights for.China,somehow has been able to implement mechanism of control against corruption ( for me China is the less corrupted country in the world,so far).Unfortunately the US is the worse.Milei has to be careful in choosing trading partners.",positive
@craigb6446,2024-01-22 02:39:30+00:00,2024-01-22 02:39:30+00:00,74.0,I used to think it was the Industrial Revolution that led to the western worlds prosperity. I now understand that it was freedom and capitalism that led to the creation of the Industrial Revolution. It allowed both the pursuit of the inventions that created the Industrial Revolution as well as the freedom to scale and monetize those systems.,positive
@AlexSwan,2024-01-22 02:37:12+00:00,2024-01-22 02:37:12+00:00,0.0,And the crowd goes wild…. Pin drop. 😬,negative
@marcusburnett8923,2024-01-22 02:32:47+00:00,2024-01-22 02:32:47+00:00,0.0,Shame to hear some poor audio clipping?! Otherwise a truly amazing talk.,positive
@fireballs1000,2024-01-22 02:31:56+00:00,2024-01-22 02:31:56+00:00,0.0,This makes me sick. Rich ppl telling the poor &quot;be happy it could be worse&quot; wtf.,negative
@AlexSwan,2024-01-22 02:31:43+00:00,2024-01-22 02:31:43+00:00,0.0,"Wow, someone did their homework!! 👏🏻",positive
@user-lb8bg6kj9m,2024-01-22 02:31:41+00:00,2024-01-22 02:31:41+00:00,2.0,This dude talks about socialism but then puts Goldman Sacks in charge of Argentina&#39;s economy and uses the USD.<br><br>He looks every bit a CIA asset installed into power to fool the people.,negative
@keithg5137,2024-01-22 02:29:50+00:00,2024-01-22 02:29:50+00:00,0.0,They will be plotting his death as we speak.,negative
@jacobsouls,2024-01-22 02:28:46+00:00,2024-01-22 02:28:46+00:00,0.0,This is fake. LOOK AT THE LIPS!,negative
@maryanneengelmayer9386,2024-01-22 02:25:59+00:00,2024-01-22 02:25:59+00:00,0.0,You go president miele we are right behind you America admires you. Keep safe,positive
@erikgolha6042,2024-01-22 02:25:10+00:00,2024-01-22 02:27:23+00:00,0.0,Bulls*it..... he have no idea what is he reading....,negative
@paystation164,2024-01-22 02:23:51+00:00,2024-01-22 02:23:51+00:00,1.0,<b>Why does it look like the glasses are a filter?</b> <b>They look like they are floating.</b> 😂,positive
@donnetube73,2024-01-22 02:22:15+00:00,2024-01-22 02:22:15+00:00,0.0,"What a joke, so a society run by elites who own all the businesses is a great idea... This guy needs to have a think",positive
@999benhonda,2024-01-22 02:19:55+00:00,2024-01-22 02:19:55+00:00,1.0,"Free market capitalism can end poverty?  Look, I don&#39;t see how any system man has come up with could do that...mainly because any system always requires some number of people to make decisions and move money around, and power corrupts...but of the system tried, capitalism is definitely not one to end poverty...it creates it.  Money flows from the many who have little to the few who have much.  Companies have the power to manipulate local and even the federal government, getting tax breaks and kick backs and even bailouts.   Companies grow larger, snuff out smaller operations and bully small suppliers. They always look to maximize profits, sending jobs over seas.  Even on a local level, those with more than they need buy up properties to rent out, building their wealth while making the housing market a harder place for new buyers to find a home.  Everywhere you look, the desire...not to have what you need but to be wealthy...means that those who achieve success receive 10, 20 or 100s of times the income for the same amount of time worked.   Meanwhile, professions crucial for a society, teaching, police, doctors, firefighters and more are often under paid or there simply aren&#39;t enough.   Capitalism as an answer to poverty has to be one of the dumbest things I&#39;ve ever heard.",negative
@waldemarb.3108,2024-01-22 02:17:38+00:00,2024-01-22 02:17:38+00:00,0.0,Fantastic!,positive
@GonnaDeleteNow,2024-01-22 02:15:58+00:00,2024-01-22 02:15:58+00:00,5.0,"I love his final words, &quot;long life and freedom dammit!&quot;🤣🤣🤣",positive
@deftar86,2024-01-22 02:14:17+00:00,2024-01-22 02:14:17+00:00,0.0,AMEN!,neutral
@przestrzi,2024-01-22 02:12:03+00:00,2024-01-22 02:12:03+00:00,2.0,"Let&#39;s just hope that this brave man has extraordinary well-organised security, even for a head of state.",positive
@pukaman2000,2024-01-22 02:11:04+00:00,2024-01-22 02:11:04+00:00,0.0,"I disagree.  History shows differently.   You leave out the economic hit men, operation Condor, and Pinochete.",negative
@Thewhiterabbit395,2024-01-22 02:08:07+00:00,2024-01-22 02:08:07+00:00,0.0,"Wait a minute, they said this guy was crazy……",neutral
@robinbadalucco,2024-01-22 02:07:43+00:00,2024-01-22 02:07:43+00:00,0.0,Why does this guy sound like a robot.,positive
@The-Gipper,2024-01-22 02:06:22+00:00,2024-01-22 02:06:22+00:00,0.0,I&#39;m sure YouTube is furious that they can&#39;t censor this man.,negative
@MIT_Hoodie1907,2024-01-22 02:05:42+00:00,2024-01-22 02:05:42+00:00,0.0,Take that commies.,neutral
@pnachtwey,2024-01-22 02:05:08+00:00,2024-01-22 02:05:08+00:00,1.0,I would vote for Milei!   I really like his speech.  So true.  I want to see how many changes Milei can make.   I liked his video where he showed how he would eliminate different bureaucracies in the Argentine government.  right now moving to Uruguay looks better but we will see.<br>Capitalism is freedom!   You are free to vote with your wallet.,positive
@meeksde,2024-01-22 02:04:53+00:00,2024-01-22 02:04:53+00:00,0.0,Interesting editing,positive
@Jesusreignsking777,2024-01-22 02:02:16+00:00,2024-01-22 02:02:16+00:00,0.0,where you gonna go when you die? heaven or hell. do  You choose Satan or Jesus christ. Trust and believe in Jesus Christ  and you will have eternal life. Reject him and the consequences are very bad. Choose wisely isn&#39;t ay joke. You find that out very soon.,negative
@monicakristy4590,2024-01-22 02:00:58+00:00,2024-01-22 02:00:58+00:00,0.0,So much unnecessary fear mongering.,negative
@joanthalmann9059,2024-01-22 01:55:06+00:00,2024-01-22 01:55:06+00:00,2.0,What a great speech.,positive
@dhost3911,2024-01-22 01:53:10+00:00,2024-01-22 01:53:10+00:00,0.0,Thanks!,positive
@Tomcat2469,2024-01-22 01:52:53+00:00,2024-01-22 01:52:53+00:00,0.0,God bless and protect him!!!!!,positive
@trexmcnamara,2024-01-22 01:52:15+00:00,2024-01-22 01:52:15+00:00,0.0,"Fantastic speech... But I&#39;m going to guess that the overwhelming majority of people at the WEF are either directly state agents, or &quot;entrepreneurs&quot; who DON&#39;T as a primary economic model provide a service in a free market, but instead collect huge government contracts.   You can&#39;t have it both ways.  You can SAY you&#39;re libertarian, but if you build the very tools of coeresion and oppression that states use to take taxes from one group and steal resources from another, you&#39;re actually just a self serving, unprincipled scumbag.   I&#39;m looking at you, Peter theal... Elon musk.  Bill Gates.  ALL government contractors first and foremost, and all for the &quot;defense&quot; sector.",negative
@smling11,2024-01-22 01:48:12+00:00,2024-01-22 01:48:12+00:00,0.0,"All theory, until he can achieve growth, stability and progress for his natiom then he is qualified to be listened.  Otherwise, the beacon is there.  Follow the best examples around.",positive
@xEJCBx,2024-01-22 01:48:00+00:00,2024-01-22 01:48:00+00:00,0.0,"If Javier Milei dies in the next two years, he didn&#39;t commit suicide.",negative
@Trevspowers,2024-01-22 01:47:06+00:00,2024-01-22 01:47:06+00:00,0.0,🔥🔥🔥,negative
@xochiltrodriguez428,2024-01-22 01:46:06+00:00,2024-01-22 01:46:06+00:00,4.0,"Wow, I am so impressed by this man. Bravo to you sir.",positive
@phillipwright9247,2024-01-22 01:45:14+00:00,2024-01-22 01:45:14+00:00,0.0,adam smith cheering from the grave,positive
@aviyahcrow6617,2024-01-22 01:43:51+00:00,2024-01-22 01:43:51+00:00,0.0,Too bad the GREEDY RULING the &quot;new USSA&quot; DON&#39;T CARE!,negative
@drakehood1582,2024-01-22 01:42:51+00:00,2024-01-22 01:42:51+00:00,0.0,"His glasses refused to stay put through his whole speech, and it has me rolling.😂",positive
@shawnnixon2616,2024-01-22 01:42:46+00:00,2024-01-22 01:45:33+00:00,0.0,"Im surprised they have the comments ON. <br><br>Thank you sir for standing up and having the balls to do this. Hopefully it gets to the right brains.... I doubt it though<br><br>Also, is your border open for  conservative us citizens?? I think we&#39;re out of safe countries to run to when they achieve their agenda...",positive
@janicevick9088,2024-01-22 01:41:59+00:00,2024-01-22 01:41:59+00:00,0.0,"As a Canadian, Horrified that we haven’t banned Trudeau from our beautiful country.  This speech make me want to move to Argentina . Gives me hope.",positive
@ayo2411,2024-01-22 01:41:55+00:00,2024-01-22 01:41:55+00:00,0.0,Fearless...light it up and keep preaching,neutral
@lidiasoares5675,2024-01-22 01:38:55+00:00,2024-01-22 01:38:55+00:00,0.0,"Wow, wow!! Frau Klaus Schwab, listen and learn!!!",positive
@JorgeDiaz-qy8rf,2024-01-22 01:38:50+00:00,2024-01-22 01:38:50+00:00,0.0,Viva la LIBERTAD CARAJO,neutral
@oliverjamito9902,2024-01-22 01:38:18+00:00,2024-01-22 01:38:18+00:00,0.0,What is Feet? Can&#39;t exist without thy shared &quot;i&quot;AM.,negative
@pinballpsycho,2024-01-22 01:37:02+00:00,2024-01-22 01:37:02+00:00,2.0,I think we’ve found the true leader of the free world.,positive
@lidiasoares5675,2024-01-22 01:32:49+00:00,2024-01-22 01:32:49+00:00,136.0,"Wow, Mr President!!! I am so Proooud of you!!! How lucky and wise is Argentina for electing you!!! I pray that more Presidents are similar to you!!! Que Dios te bendiga snor Presidente Javier Milei!!!",positive
@sambo3975,2024-01-22 01:32:15+00:00,2024-01-22 01:32:15+00:00,0.0,"It&#39;s pretty wild that the AI can translate the speech in his voice and change his mouth movement to match it. It was a bit janky, but I&#39;m sure it will only improve in the next few years.",positive
@johnygoode2239,2024-01-22 01:31:10+00:00,2024-01-22 01:31:10+00:00,22.0,Argentina is so lucky to have such an excellent man at the helm!,positive
@missmelissa3573,2024-01-22 01:26:32+00:00,2024-01-22 01:26:32+00:00,4.0,This was fantastic!! Way to go Javier!!,positive
@unlimitedcosmicspeed,2024-01-22 01:24:24+00:00,2024-01-22 01:24:24+00:00,0.0,Nothing but grandstanding.,neutral
@onufrionufri8068,2024-01-22 01:22:49+00:00,2024-01-22 01:22:49+00:00,0.0,how&#39;s the world more peaceful now ? Where do you live ? The world never have been in a such mess as now,positive
@CabinGRL,2024-01-22 01:22:17+00:00,2024-01-22 01:22:17+00:00,2.0,"I won’t take the Mark of the Beast, I won’t worship the Beast, I won’t bow to Baal, I won’t eat bugs and I won’t deny Jesus Christ.",negative
@therealryanbeach,2024-01-22 01:21:49+00:00,2024-01-22 01:21:49+00:00,0.0,Too edited,neutral
@prisonerofearth,2024-01-22 01:20:13+00:00,2024-01-22 01:20:13+00:00,0.0,Per capita GDP? How about per capita income?,neutral
@johnbogdan5119,2024-01-22 01:19:22+00:00,2024-01-22 01:19:22+00:00,0.0,President Melei may turn out to be the best statesman for freedom of all time.👏,positive
@aarongrant9708,2024-01-22 01:18:11+00:00,2024-01-22 01:18:11+00:00,0.0,"Javier Milei is a  true leader!! Come and be Prime Minister of Canada, PLEASE!",positive
@amonamaria2000,2024-01-22 01:17:38+00:00,2024-01-22 01:17:38+00:00,1.0,And God bless you sir for putting the truth out for the people.,positive
@IntuitiveYakOfAllTrades,2024-01-22 01:17:33+00:00,2024-01-22 01:17:33+00:00,0.0,Why do I get the feeling that he’s suddenly going to have incriminating evidence against the Clintons and subsequently will be suicided?,positive
@sallywilson4747,2024-01-22 01:15:08+00:00,2024-01-22 01:15:08+00:00,0.0,"I think this is the only speech I have heard that s put speaks the truth.  Man has come to believe that  he knows it all.  Is arrogant, greedy,  power grabbing, loves himself more than Jesus,  and thinks that every one else is less than an animal.  How did America get to this point?  I know but cannot say.  Th a nk God for one individual who  has Some  common sense.  May God bless us and keep us from this tyrrany and loss of any sense whatsoever.  There is a God, anx He is watching us to see if we will do His will and follow Him.  Strengthen us, and keep us ssfe.  snk you for this mans truth.",positive
@theodociocozanitis5437,2024-01-22 01:12:52+00:00,2024-01-22 01:15:01+00:00,119.0,This man’s speech need be played at all high school and universities every day after the national anthem.,positive
@MsAmelia55,2024-01-22 01:10:24+00:00,2024-01-22 01:10:24+00:00,0.0,I believe this guy and Trump could get the world on the right track without the WEF and WHO.,neutral
@AselflimitedcapitalisemW0mamon,2024-01-22 01:10:08+00:00,2024-01-22 01:10:08+00:00,0.0,Capitalism is the system of mass-populstions over-control aided by the science of economics &amp; the money funded science of designing a only-way -ffered way-of-life of purchasable Things &amp; addictions forever sellable to &quot;IT&#39;s masses of little money funding generators.<br>Please release us from your debt slavery system of creating wealthy for your wealthy overlords.<br>Give us 1/2 the earth back so we can returns the earth back to sustainability.<br>by letting us  naturally  &amp;  95% compost&#39;able&#39;ly nurture nature for our simplistic &amp; humble sustainable provision.<br>before it&#39;s too late,positive
@raoulmcwenna6499,2024-01-22 01:09:12+00:00,2024-01-22 01:09:12+00:00,6.0,"&quot;It is not about free trade, it is about government-controlled trade.&quot;   I`ve heard in state university in 2013 in Germany, my jaw dropped...    (lecture: International Economic Relations)",negative
@syasenns294,2024-01-22 01:08:32+00:00,2024-01-22 01:08:32+00:00,0.0,World Evil Forum,negative
@KirkDavis1966,2024-01-22 01:08:02+00:00,2024-01-22 01:08:02+00:00,0.0,The GREATEST enemy of the west is as in the last century BILLIONARES..They get so wealthy that literally they are above the law.,positive
@godspeed6991,2024-01-22 01:05:44+00:00,2024-01-22 01:05:44+00:00,0.0,"God guarantees success, so counties need to turn to the Lord.",positive
@Pamela-hr9zi,2024-01-22 01:05:14+00:00,2024-01-22 01:05:14+00:00,0.0,"Thank you, Sir",positive
@sema7197,2024-01-22 01:04:52+00:00,2024-01-22 01:04:52+00:00,0.0,"Listen mortals the sound of broken chains, see the throne of noble equality, ...freedom..fredom...fredom!!<br>🇦🇷💙🇦🇷💙🇦🇷💙🇦🇷💙🇦🇷",negative
@kykesoy,2024-01-22 01:04:14+00:00,2024-01-22 01:04:14+00:00,1.0,"In Argentina we are led by a psychotic who does not want to understand that 100 years ago it was demonstrated that the Market without State regulation is completely destructive, unequal, and that big business is not compatible with the common good. God protect us",negative
@godspeed6991,2024-01-22 01:03:32+00:00,2024-01-22 01:03:32+00:00,24.0,"Amazing! He&#39;s right, he&#39;s telling the truth, but he&#39;s speaking to the common person. He&#39;s not trying to obscure the message because the truth is often simple! Beautiful!",positive
@rusticrye5413,2024-01-22 01:03:27+00:00,2024-01-22 01:03:27+00:00,8.0,Wow! What a breath of fresh air this man is. Applause!!,positive
@adrianrodriguez9082,2024-01-22 01:01:57+00:00,2024-01-22 01:01:57+00:00,0.0,The reality is the people up top can care less about our freedom,positive
@JustMe-pq7je,2024-01-22 01:01:19+00:00,2024-01-22 01:01:19+00:00,0.0,Yeah. Youtube ain&#39;t much better in labelling opinions as hate speech. Besides.... definition of the word hate means a strong dislike. &quot;We&quot; and indeed &quot;I&quot; have the right in expressing this. Stop dictating. That was my Mothers job.,negative
@alexiaperron386,2024-01-22 00:59:22+00:00,2024-01-22 00:59:22+00:00,67.0,This was the most beautiful &quot;IN YOUR (their) FACE&quot; moment ever.,positive
@swifty2358,2024-01-22 00:59:18+00:00,2024-01-22 01:00:23+00:00,0.0,What a load of BS How about the manipulation of gold price?      The only thing holding the dollar up is a war,negative
@ensenadorjones4224,2024-01-22 00:59:05+00:00,2024-01-22 00:59:36+00:00,0.0,"If i understand things correctly this guy likes free markets and capitalism.  He hates socialism, communism and libertarians.  He thinks regulations always limit progress and growth. He thinks protecting the environment is pointless and that business and industry are the only things that lift the people out of poverty.<br><br>The juxtaposition of AI making this video available to me in english with the idea that machines will take away my job and leave me starving to death because i have no use to the world is glorious. <br><br>I am a public school teacher (socialism) in the USA.",positive
@Snack-well,2024-01-22 00:58:44+00:00,2024-01-22 00:58:44+00:00,0.0,This political leader speaks truth…how refreshing??,neutral
@mitchgingras3899,2024-01-22 00:57:32+00:00,2024-01-22 00:57:32+00:00,0.0,"Missed one very important fact. Humanity is a spectrum, not one color. This means that we will never have one common governing system. Therefore, we must learn to accept our differences and celebrate those differences. Not try to impose one system upon another. Each society needs to evolve or devolve at its own pace without interference. But interference is all that the West believes.",positive
@paulcassady1283,2024-01-22 00:57:09+00:00,2024-01-22 00:57:09+00:00,0.0,"atleast the leaches said it, although this guy is trying to get his last gap above water, noone in the Citizen sector will wake, unless already woken. sad sad days indeed",negative
@greg9345,2024-01-22 00:55:25+00:00,2024-01-22 00:55:25+00:00,0.0,Fake media ffs citizens this is NOT filmed at the Wef !,negative
@Volga_149.20_kHz,2024-01-22 00:54:33+00:00,2024-01-22 00:54:33+00:00,0.0,"Since the fall of the Soviet Union something called “Globalization” spread all over the world. It is the interconnecting of most economies of the world. In fact, to make it short, one tries to produce goods at places where it is the cheapest. Hence, the whole world serves as a common market where everyone is in competition against each other to provide the cheapest prices for goods, so that other international customers will choose to buy in your country.<br><br>But the fact is that the West pushed hard to establish for full-blown globalization because it would serve the West the most. And the West almost achieved it. Had there not be the fact that China and Russia rebelled after 2014 and decided to not follow the “Rules-Based International Order” any longer, we would most likely sit in a fully globalized world nowadays. But China decided to establish its own vision of an NWO and globalization, and Russia as well. That led to major disruptions, after 2018, in the global supply chains and after the “Corona Years” to the death of the globalization.<br><br>Now take this into consideration. If the West had succeeded with its plan to divide Russia and gain access to all of Russia’s resources, China would have folded instantly. There have been four attempts to achieve this:<br><br>1) Napoleon.<br><br>2) Hitler.<br><br>3) Yeltsin, who enabled the Western effort to dismember Russia in the 1990s. The West tried that by inserting, training, and supplying Islamic terrorists in Russia’s Caucasus regions. This ongoing process was stopped and reverted when Vladimir Putin became President.<br><br>4) Ongoing efforts to turn around Russian allies located near Russia and to bring them into NATO. This involved terrorizing Russian populations in these former Soviet countries to a) induce Russia to attack them and b) to bring protest and conflict into Russia because of perceived weak Russian leadership. This would trigger large scale protests which would have been taken over as soon as success was in sight by pre-placed Western-trained puppet protest leaders. And then, doing again the same as was done with Yeltsin. Fighting bloody civil wars all across Russia and thereby making Russia fall apart.<br><br>That has been essentially the Western goal for at least 250 years. In fact, far longer, but my explanations started 250 years ago. If Russia and China folded or fell apart, the West would become the sole ruler over the whole world, since it would control almost all of the resources and markets and also be the unchallenged military power. This would usher in the New World Order, or the “Rules-Based International Order”. Now you might assume that the United States would lead this new world order. That’s entirely wrong. Never forget, especially if you are an American: Your only role in this scheme is to provide the military force to achieve the creation of the NWO, and afterwards to act as some kind of police force, when individual countries (Libya? Yugoslavia? Syria? etc.) decide to not follow the “Rules-Based International Order” (RBIO).<br><br>The Dynasties that control the finance system and the MIC, which are both hierarchically above the national governments, would use pre-established organizations to make themselves the undisputed rulers of some kind of world government. Which would have been the UN if Russia and China would have fallen.",negative
@MrAshyb87,2024-01-22 00:52:23+00:00,2024-01-22 00:52:23+00:00,0.0,"I was gonna say, &quot;Bro this is fake&quot; haha. Thanks for including the original.",positive
@jamebrooke894,2024-01-22 00:52:23+00:00,2024-01-22 00:52:23+00:00,0.0,HE&#39;S TALKING ABOUT OBAMA AND BIDEN,neutral
@WXSTANG,2024-01-22 00:50:21+00:00,2024-01-22 00:50:21+00:00,0.0,"&quot;Collectolism&quot; hmmm ya... people working together. Right... not gonna happen. Even in the depths of hell... people will screw everyone around them for momentary relief... even if it means long term pain... or worse services and commodities. Without God, AI will need to come to control people.",negative
@istvantorok26,2024-01-22 00:47:32+00:00,2024-01-22 00:47:32+00:00,2.0,Finally !!  Someone speaks up against this evil cabal of globalists on their own stage !!!   We’ve seen enough socialism and communism ( sadly ) across Europe . No more !!!,negative
@beatrizviacava-goulet3450,2024-01-22 00:46:24+00:00,2024-01-22 00:46:24+00:00,0.0,The humane vs ...is winning ❤,positive
@wmichaelk7940,2024-01-22 00:46:10+00:00,2024-01-22 00:46:10+00:00,91.0,"Thank you very much, President. Amazing speech. Hopefully, the world will wake up!",positive
@beatrizviacava-goulet3450,2024-01-22 00:45:56+00:00,2024-01-22 00:45:56+00:00,1.0,Standing with this common sense man 🗝🗣✌️🌎🔛🫶🔍🎯,neutral
@NympoGaming,2024-01-22 00:45:36+00:00,2024-01-22 00:45:36+00:00,1.0,"I&#39;m most definitely shadowbanned and this comment may not appear for any of you but on the off chance that you see this remember one thing.<br>The damage from Socialism remains for generations upon generations after its abolishment! Your country WILL NOT recover in 1 or two years time, because now you&#39;re poor, your land - stollen, your business - taken away, your spirit - broken. Most politicians that were part of the one and only party ruling over its nation will remain in politics forming different parties, some of them &quot;left-leaning&quot; other - &quot;right-leaning&quot; but it doesn&#39;t matter because now corruption is rampant and they&#39;ll take advantage of that. Police will become blind to gangs and mafia will take over. Infrastructure will crumble because the money for building roads and edifices will go in someone&#39;s pockets. The judicial system will become as bribable as a cop on the street and &quot;justice will be served&quot; for those who lack funds, not for those who deserve it. I could go on and on but I don&#39;t plan on writing a book. Look at the former Eastern Block and the issues it&#39;s facing 35 years after the dissolution of The USSR and you&#39;ll understand what I&#39;m talking about.<br>I was born in the aftermath of Socialism and I&#39;m saying this with full confidence and ready to back it up with life experience.<br>The consequences of Socialism remain for YEARS and it&#39;s not a pleasant experience in the slightest.  <br>The solution is - don&#39;t let it happen, simple in words, hard to accomplish unfortunately.",negative
@mrpeabodythethird,2024-01-22 00:43:59+00:00,2024-01-22 00:44:51+00:00,195.0,"Oh thank God someone is bringing learning, sound logic,  and good sense back to the table. I pray to live with liberty.",positive
@twatquat3322,2024-01-22 00:42:09+00:00,2024-01-22 00:42:09+00:00,1.0,"Using the argument that citizens in free countries live 25% longer then people from the other option, maybe counter productive, since  most of the Davos, WHO&amp; WEF, crowd want us all in poverty, and don&#39;t want us to have long healthy lives. They just want us around long enough to be of service to them, the elite&#39;s. 🙂",positive
@internettoughguy,2024-01-22 00:39:40+00:00,2024-01-22 00:39:40+00:00,1.0,"Capitalism isn&#39;t the problem. It&#39;s the greed, unethical business practices, fraud, cheating, and associated political corruption related to capitalism that people have a problem with.",negative
@JoviFedTheFlow,2024-01-22 00:39:11+00:00,2024-01-22 00:39:11+00:00,0.0,AI??,neutral
